,product,category,product_id
4,ARETHUSA FARM DAIRY Coffee Ice Cream 1pt.,ice cream,446
6,ARETHUSA FARM DAIRY Mint Chip Ice Cream 1pt.,ice cream,447
7,ARETHUSA FARM DAIRY Strawberry Ice Cream 1pt.,ice cream,448
8,SO DELICIOUS Mint Chip Coconut Milk Ice Cream 1pt.,ice cream,449
9,SO DELICIOUS Vanilla Bean Coconut Milk Ice Cream 1pt.,ice cream,450
11,ALDEN'S Organic Vanilla Creme Ice Cream 14oz,ice cream,451
12,COOLHAUS Ice Cream Salted Caramel 1pt.,ice cream,452
15,ALDEN'S Organic French Vanilla Ice Cream,ice cream,453
17,COOLHAUS Bananas Foster Ice Cream 1pt.,ice cream,454
18,MY/MO Green Tea Mochi Ice Cream,ice cream,455
19,COOLHAUS Cookie Dough Life Ice Cream 1pt.,ice cream,456
21,ENLIGHTENED Fudge Ice Cream Bars,ice cream,457
24,BUBBIES Mango Mochi Ice Cream,ice cream,458
25,ENLIGHTENED Chocolate Ice Cream,ice cream,459
26,BUBBIES Strawberry Mochi Ice Cream,ice cream,460
29,HALO TOP CREAMERY Vanilla Bean Ice Cream 1pt.,ice cream,461
30,BEN & JERRY'S Vanilla Ice Cream 1pt.,ice cream,462
31,SO DELICIOUS Chocolate Coconut Milk Ice Cream 1pt.,ice cream,463
35,MAXINE'S Organic Vanilla Bean Ice Cream 1.5qt,ice cream,464
36,MY/MO Mango Mochi Ice Cream,ice cream,465
41,ENLIGHTENED Chocolate Peanut Butter 100 Calorie Ice Cream 1pt.,ice cream,466
45,ENLIGHTENED Snickerdoodle Ice Cream 1pt.,ice cream,467
46,ENLIGHTENED Chocolate Chip Cookie Dough 100 Calorie Ice Cream 1pt.,ice cream,468
50,HALO TOP CREAMERY Black Cherry Ice Cream 1pt.,ice cream,469
51,HALO TOP CREAMERY Pistachio Ice Cream 1pt.,ice cream,470
52,HALO TOP CREAMERY Strawberry Ice Cream 1pt.,ice cream,471
54,BEN & JERRY'S Chunky Monkey Ice Cream 1pt.,ice cream,472
55,HALO TOP CREAMERY S'mores Ice Cream 1pt.,ice cream,473
56,WINK FROZEN DESSERTS Gluten-Free Dairy-Free Cocoa Dough Ice Cream Alternative 1pt.,ice cream,474
59,HALO TOP CREAMERY Oatmeal Cookie Ice Cream 1pt.,ice cream,475
60,HALO TOP CREAMERY Blueberry Crumble Ice Cream 1pt.,ice cream,476
61,HALO TOP CREAMERY Mint Chip Ice Cream 1pt.,ice cream,477
63,MY/MO Dulce De Leche Mochi Ice Cream,ice cream,478
65,SO DELICIOUS Almond Milk Vanilla Ice Cream 1pt.,ice cream,479
67,COOLHAUS Cereal Dreams Ice Cream 1pt.,ice cream,480
72,HALO TOP CREAMERY Rainbow Ice Cream 1pt.,ice cream,481
73,HALO TOP CREAMERY Strawberry Light Ice Cream 1pt.,ice cream,482
76,Alden's Ice Cream Caramel Drizzle Dairy Free ,ice cream,483
77,Alden's Ice Cream OG2 Sandwich Mint Fudge 14oz,ice cream,484
78,Alden's Ice Cream Organic French Vanilla 48fl,ice cream,485
79,Alden's Ice Cream Vanilla Bean Sammie ,ice cream,486
80,Alden's Peanut Butter Fudge Ice Cream 48oz,ice cream,487
81,Ice Cream Bar Organic Vanilla Dark Chocolate,ice cream,488
0,"BARILLA Pasta, Fettuccine",pasta,489
1,DECECCO Pasta Rigatoni,pasta,490
4,"PASTA COSI Marinara Pasta Sauce, No Sugar Added",pasta,491
5,"BARILLA Pasta, Spaghetti",pasta,492
9,RAO'S Pasta Sauce Marinara,pasta,493
10,MONTEBELLO Organic Pasta Orecchiette,pasta,494
11,MONTEBELLO Organic Pasta Semo Fusilli,pasta,495
13,"BARILLA Pasta, Rotini",pasta,496
17,DECECCO Pasta Spaghetti,pasta,497
18,MONTEBELLO Organic Pasta Semo Farfalle,pasta,498
20,"BARILLA Pasta, Orzo",pasta,499
21,"BARILLA Pasta, Penne",pasta,500
28,"BARILLA Pasta, Angel Hair",pasta,501
31,MONTEBELLO Organic Pasta Conchiglie,pasta,502
32,HUNTS Pasta Sauce Plain,pasta,503
33,"BARILLA Pasta, Oven-Ready Lasagne",pasta,504
42,"BARILLA Pasta, Farfalle",pasta,505
43,"BARILLA Pasta, Rigatoni",pasta,506
44,AMY'S Organic Tomato Basil Pasta Sauce,pasta,507
52,AL DENTE PASTA COMPANY Fettuccine Wild Mushroom,pasta,508
60,PASTA COSI Sauce Roasted Garlic,pasta,509
61,"BARILLA Pasta, Jumbo Shells",pasta,510
63,MONTEBELLO Organic Pasta Torchiette,pasta,511
64,MEZZETTA Pasta Sauce Marinara ItalianTomato,pasta,512
66,PASTA COSI Sauce Vodka,pasta,513
67,AL DENTE PASTA COMPANY Fettuccine Squid Ink,pasta,514
69,MONTEBELLO Organic Pasta Orzo,pasta,515
70,"BARILLA Pasta, Lasagne",pasta,516
71,DAVE'S GOURMET Organic Red Heirloom Pasta Sauce,pasta,517
72,PASTA COSI Sauce Puttanesca,pasta,518
73,RAO'S  Soup Pasta & Fagioli,pasta,519
74,DELALLO Bucatini Pasta,pasta,520
75,EXPLORE CUISINE Rice Pasta Brown Rigatoni,pasta,521
76,MEZZETTA Pasta Sauce Truffle Porcini Cream,pasta,522
77,RAO'S Pasta Sauce Sensitive Formula,pasta,523
78,RAO'S Pasta Sauce Vodka,pasta,524
81,CONTES PASTA  Ravioli Cheese Gluten Free,pasta,525
82,RAO'S Pasta Sauce 4 Cheese,pasta,526
89,LUCINI Pasta Sauce Tomato Basil,pasta,527
94,CHICKAPEA PASTA Organic Penne,pasta,528
1,"NATURE'S PATH Organic Cereal, Flax Plus & Raisin Bran",cereal,529
3,"CASCADIAN FARMS Organic Cereal, Raisin Bran",cereal,530
6,CASCADIAN FARMS Organic Cereal 2 Multi Grain Square,cereal,531
7,"NATURE'S PATH Organic Cereal, Multibran Flakes",cereal,532
8,"CASCADIAN FARMS Organic Cereal, Honey Oat Crunch",cereal,533
9,"NATURE'S PATH Organic Cereal, Honey'd Corn Flakes",cereal,534
10,"NATURE'S PATH Organic Cereal, Heritage Flakes",cereal,535
11,"KASHI Organic Cereal, Cinnamon Harvest",cereal,536
12,"NATURE'S PATH Organic Cereal, Blueberry Cinnamon Flax",cereal,537
14,"BOB'S RED MILL Cereal Muesli, Fruit & Seed",cereal,538
16,"BARBARA'S Cereal, Peanut Butter Puffins",cereal,539
18,"NATURE'S PATH Organic Cereal, Pumpkin Raisin Crunch with Flax",cereal,540
20,"ARROWHEAD MILLS Organic Cereal, Spelt Flakes",cereal,541
21,"BARBARA'S Cereal, Morning Oat Crunch",cereal,542
22,"FIELD DAY Organic Cereal, Whole Grain Cinnamon Crunch",cereal,543
23,"NATURE'S PATH Organic Cereal, Heritage Crunch",cereal,544
24,"ARROWHEAD MILLS Organic Cereal, Amaranth Flakes",cereal,545
28,"NATURE'S PATH Organic Cereal, Sunrise Crunchy Vanilla",cereal,546
29,"NATURE'S PATH Organic Cereal, Flax Plus Maple Pecan Crunch",cereal,547
30,"BARBARA'S Gluten-Free Cereal, Multigrain Puffins",cereal,548
31,"KASHI Organic Cereal, Island Vanilla",cereal,549
32,"BOB'S RED MILL Cereal Muesli, Tropical",cereal,550
33,"BARBARA'S Cereal, Peanut Butter & Chocolate Puffins",cereal,551
34,"KASHI Organic Cereal, Berry Fruitful",cereal,552
38,"BARBARA'S Cereal, Honey Rice Puffins",cereal,553
39,"CASCADIAN FARMS Organic Cereal, Vanilla Chia Crunch",cereal,554
43,"NATURE'S PATH Organic Cereal, Almond Nut Butter Crunch",cereal,555
44,"NATURE'S PATH Organic Cereal, Crunchy Cinnamon Sunrise",cereal,556
49,"KASHI Cereal, Dark Cocoa Karma",cereal,557
50,"MOM'S BEST Gluten-Free Rice Cereal, Crispy Cocoa",cereal,558
52,"BOB'S RED MILL Cold Cereal Muesli, Paleo",cereal,559
55,"NATURE'S PATH Organic Cereal, Smart Bran",cereal,560
59,"NATURE'S PATH Organic Cereal, Purple Acai",cereal,561
60,"ARROWHEAD MILLS Hot Cereal, Gluten-Free Quinoa & Oat",cereal,562
64,"LOVE GROWN FOODS Cereal, Fruity Sea Stars",cereal,563
66,"BARBARA'S Cereal, Puffins Protein Berry Burst",cereal,564
74,"NATURE'S PATH Organic Cereal, Coconut & Cashew Nut Butter Crunch",cereal,565
80,"NATURE'S PATH Organic Cereal, Honey & Peanut Nut Butter Crunch",cereal,566
81,"NATURE'S PATH ENVIROKIDZ Organic Cereal, Berry Blast Cheetah Chomps",cereal,567
0,"Alvarado St. Bakery Freshly Sprouted Wheat California Style, Bread, 24 Ounce",bread,568
3,"Alvarado St. Bakery Freshly Sprouted Wheat Low Glycemic, Bread, 24 Ounce",bread,569
4,"Alvarado St. Bakery Freshly Sprouted Wheat Multigrain, Bread, 24 Ounce",bread,570
7,"Alvarado St. Bakery No Salt Added Freshly Sprouted Wheat Multigrain, Bread, 24 Ounce",bread,571
8,"Alvarado St. Bakery Sprouted Flax Seed, Bread, 16 Ounce",bread,572
9,"Bowl & Basket Authentic Sourdough, Country Loaf, 24 Ounce",bread,573
12,"Bowl & Basket Authentic, Sourdough Boule, 16 Ounce",bread,574
13,"Bowl & Basket Classic, Ciabatta Loaf, 14 Ounce",bread,575
14,"Bowl & Basket Garlic, Ciabatta Loaf, 14 Ounce",bread,576
15,"Bowl & Basket Kneaded Grain, Ciabatta Loaf, 14 Ounce",bread,577
18,"Bowl & Basket Loaf Ancient Grain Artisan, Bread, 16 Ounce",bread,578
19,"Bowl & Basket Olive Oil, Ciabatta Loaf, 14 Ounce",bread,579
20,"Bowl & Basket Rosemary Olive Oil, Ciabatta Loaf, 14.5 Ounce",bread,580
21,"Bowl & Basket Wheat, Ciabatta Loaf, 1 Each",bread,581
22,"Calandra Whole Wheat Panella, 1 Each",bread,582
25,"Calandra's Fresh French Bread, 12 Ounce",bread,583
26,"Calandra's Italian & French Bakery Delicious Semolina Brick Oven Baked, Bread, 10 Ounce",bread,584
27,"Calandra's Italian & French Bakery Hearth Oven Baked Medium, Panella Bread, 21 Ounce",bread,585
28,"Calandra's Italian & French Bakery Old World, Bastone Bread, 12 Ounce",bread,586
29,"Cheesecake Factory Wheat Dinner Rolls, 11.2 Ounce",bread,587
30,"Concord Bakery Mini Loaves, Cornbread, 1 Each",bread,588
31,"Euro Classic Authentic Brioche, Burger Buns, 10.58 Ounce",bread,589
32,"Euro Classic Authentic Brioche, Dinner Rolls, 16.9 Ounce",bread,590
33,"Euro Classic Authentic Butter Braided, Brioche, 1 Each",bread,591
34,"Euro Classic Authentic French Brioche, Hot Dog Buns, 10.58 Ounce",bread,592
37,"Euro Classic Authentic French Cinnamon Raisin, Brioche, 15.87 Ounce",bread,593
38,"FRESH BAKE 4 PK CIABATTA ROLLS  , 12 Ounce",bread,594
39,"FRESH BAKE 4PK WHEAT CIABATTA   , 12 Ounce",bread,595
40,"FRESH BAKE 6PK SEMOLI HERO ROLLS, 20 Ounce",bread,596
41,"Fresh Bake Shop 12 Pack Medium Kaiser Rolls, 18 Ounce",bread,597
0,"a2 Milk 2% Reduced Fat, Milk, 59 Fluid ounce",milk,598
3,"a2 Milk Whole , Milk, 59 Fluid ounce",milk,599
4,"Bowl & Basket 1% Low Fat, Chocolate Milk, 1 Gallon",milk,600
7,"Bowl & Basket 1% Low Fat, Milk, 1 Gallon",milk,601
8,"Bowl & Basket 1% Low Fat, Milk, 0.5 Gallon",milk,602
9,"Bowl & Basket 1% Low Fat, Milk, 32 Quart",milk,603
12,"Bowl & Basket 2% Reduced Fat, Milk, 1 Gallon",milk,604
13,"Bowl & Basket 2% Reduced Fat, Milk, 0.5 Gallon",milk,605
14,"Bowl & Basket 2% Reduced Fat, Milk, 1 Each",milk,606
15,"Bowl & Basket 2% Reduced Fat, Milk, 1 Each",milk,607
18,"Bowl & Basket Chocolate Milk, 0.5 Gallon",milk,608
19,"Bowl & Basket Chocolate Milk, 1 Pint",milk,609
20,"Bowl & Basket Fat Free, Milk, 1 Gallon",milk,610
21,"Bowl & Basket Fat Free, Milk, 0.5 Gallon",milk,611
22,"Bowl & Basket Fat Free, Milk, 32 Quart",milk,612
25,"Bowl & Basket Lactose Free 2% Reduced Fat, Milk, 0.5 Gallon",milk,613
26,"Bowl & Basket Lactose Free Calcium Enriched 2% Reduced Fat, Milk, 0.5 Gallon",milk,614
27,"Bowl & Basket Lactose Free Calcium Enriched Fat Free, Milk, 0.5 Gallon",milk,615
28,"Bowl & Basket Lactose Free Fat Free, Milk, 0.5 Gallon",milk,616
29,"Bowl & Basket Lactose Free Whole, Milk, 0.5 Gallon",milk,617
30,"Bowl & Basket Light Cultured, Buttermilk, 32 Fluid ounce",milk,618
31,"Bowl & Basket Milk Lactose Free 1% Low Fat, 0.5 Gallon",milk,619
32,"Bowl & Basket Whole Milk, 1 Gallon",milk,620
33,"Bowl & Basket Whole Milk, 0.5 Gallon",milk,621
34,"Bowl & Basket Whole Milk, 32 Quart",milk,622
37,"Chobani Nog Flavored Holiday Limited Batch, Oat Milk Drink, 32 Fluid ounce",milk,623
38,"Fairlife 2% Chocolate Bottle, Milk, 52 Fluid ounce",milk,624
39,"Fairlife 2% Reduced Fat, Ultra-Filtered Milk, 52 Fluid ounce",milk,625
40,"Fairlife DHA Omega-3 Reduced Fat Ultra-Filtered, Milk, 1.5 Each",milk,626
41,"Fairlife Fat Free, Ultra-Filtered Milk, 1.5 Each",milk,627
0,"Bowl & Basket Cage Free Brown Large, Eggs, 12 Each",eggs,628
1,"Bowl & Basket Cage Free Hard-Cooked Peeled, Eggs, 6 Each",eggs,629
2,"Bowl & Basket Cage Free Liquid, Egg Whites, 32 Ounce",eggs,630
3,"Bowl & Basket Extra Large White, Eggs, 12 Each",eggs,631
4,"Bowl & Basket Fresh White Jumbo, Eggs, 12 Each",eggs,632
5,"Bowl & Basket Fresh White Large, Eggs, 18 Each",eggs,633
6,"Bowl & Basket Fresh White Large, Eggs, 12 Each",eggs,634
7,"Bowl & Basket Specialty Free Range Fresh Brown Large, Egg, 12 Each",eggs,635
8,"Bowl & Basket White Large, Eggs, 30 Each",eggs,636
9,"Bowl & Basket White Large, Eggs, 6 Each",eggs,637
10,"Bowl & Basket White Large, Eggs, 120 Ounce",eggs,638
11,"Egg Land's Best Free Range Large Brown, Eggs, 12 Each",eggs,639
12,"Egg Land's Best Large Brown Pasture Raised, Eggs, 12 Each",eggs,640
13,"Egg-Land's Best Brown Large, Eggs, 12 Each",eggs,641
14,"Egg-Land's Best Cage Free Brown Large, Eggs, 18 Each",eggs,642
15,"Egg-Land's Best Cage Free Large Brown, Eggs, 12 Each",eggs,643
16,"Egg-Land's Best Extra Large, Eggs, 18 Each",eggs,644
17,"Egg-Land's Best Extra Large, Eggs, 12 Each",eggs,645
18,"Egg-Land's Best Jumbo, Eggs, 12 Each",eggs,646
19,"Egg-Land's Best Large, Eggs, 18 Each",eggs,647
20,"Egg-Land's Best Large, Eggs, 24 Each",eggs,648
21,"Egg-Land's Best Organic Brown Large, Eggs, 1 Each",eggs,649
22,"Eggland's Best Eggs - Hard Cooked, 6 Each",eggs,650
23,"Eggland's Best Large White Eggs, 12 Each",eggs,651
24,"Eggland's Best Organic Hard Cooked Peeled Eggs, 9.3 Ounce",eggs,652
25,"Land O Lakes Brown Jumbo, Eggs, 12 Each",eggs,653
26,"Land O Lakes Brown Large, Eggs, 12 Each",eggs,654
27,"Land O'Lakes 1 Dozen Grade A Extra Large Brown Eggs, 12 Each",eggs,655
28,"Mountainside Farms Cage Free Natural Large Brown, Eggs, 1 Ounce",eggs,656
29,"Nature's Yoke Free-Range Brown Large, Eggs, 12 Each",eggs,657
0,"Bowl & Basket Spreadable with Canola Oil, Butter, 8 Ounce",butter,658
3,"Bowl & Basket Sweet Cream Salted, Butter, 16 Ounce",butter,659
4,"Bowl & Basket Sweet Cream Unsalted, Butter, 1 Pound",butter,660
7,"Bowl & Basket Whipped Salted, Butter, 8 Ounce",butter,661
8,"Breakstone's All Natural Salted, Butter, 16 Ounce",butter,662
9,"Breakstone's All Natural Salted, Butter, 8 Ounce",butter,663
12,"Breakstone's All Natural Salted, Whipped Butter, 8 Ounce",butter,664
13,"Breakstone's All Natural Unsalted, Butter, 8 Ounce",butter,665
14,"Breakstone's All Natural Unsalted, Butter, 16 Ounce",butter,666
15,"Breakstone's All Natural Unsalted, Whipped Butter, 8 Ounce",butter,667
18,"D'Artagnan White Truffle, Butter, 3 Ounce",butter,668
19,"Hotel Bar Salted, Butter, 16 Ounce",butter,669
20,"Hotel Bar Unsalted, Butter, 16 Ounce",butter,670
21,"Keller's Creamery Salted, Butter, 16 Ounce",butter,671
22,"Keller's Creamery Unsalted, Butter, 16 Ounce",butter,672
25,"Kerrygold Garlic & Herb, Butter, 3.5 Ounce",butter,673
26,"Kerrygold Irish with Olive Oil, Butter, 7.5 Ounce",butter,674
27,"Kerrygold Pure Irish, Butter, 8 Ounce",butter,675
28,"Kerrygold Pure Irish, Butter, 8 Ounce",butter,676
30,"Kerrygold Unsalted Pure Irish, Butter, 8 Ounce",butter,677
31,"Kerrygold Unsalted Sticks Pure Irish, Butter, 8 Ounce",butter,678
32,"Land O Lakes Butter with Canola Oil Plus Calcium & Vitamin D, Spread, 15 Ounce",butter,679
33,"Land O Lakes Butter with Canola Oil, Spread, 15 Ounce",butter,680
34,"Land O Lakes Butter with Canola Oil, Spread, 8 Ounce",butter,681
37,"Land O Lakes Butter with Canola Oil, Spread, 24 Ounce",butter,682
38,"Land O Lakes Light Butter with Canola Oil, Spread, 8 Ounce",butter,683
39,"Land O Lakes Light Butter with Canola Oil, Spread, 24 Ounce",butter,684
40,"Land O Lakes Olive Oil and Sea Salt, Spread, 21 Ounce",butter,685
41,"Land O Lakes Olive Oil and Sea Salt, Spreadable Butter , 7 Ounce",butter,686
0,"Boar's Head American, Cheese, 8 Ounce",cheese,687
1,"Boar's Head Monterey Jack Cheese, 8 Ounce",cheese,688
2,"Boar's Head White Vermont Cheddar Cheese, 8 Ounce",cheese,689
3,"Boars Head Imported Switzerland Swiss, Cheese, 7 Ounce",cheese,690
4,"Borden American 2% Milk Singles, Cheese, 12 Ounce",cheese,691
5,"Borden American Fat Free Singles, Cheese, 12 Ounce",cheese,692
6,"Borden American Lactose Free Singles, Cheese, 8 Ounce",cheese,693
7,"Borden American Pasteurized Sliced Process, Cheese, 6 Ounce",cheese,694
8,"Borden American Singles, Cheese, 12 Ounce",cheese,695
9,"Borden Kid Builder Low-Moisture Part-Skim Mozzarella, String Cheese, 12 Ounce",cheese,696
10,"Borden Low-Moisture Part-Skim Mozzarella, String Cheese, 12 Ounce",cheese,697
11,"Borden Melts Grilled, Cheese, 12 Ounce",cheese,698
12,"Borden Mild Cheddar Sliced, Cheese, 6 Ounce",cheese,699
13,"Borden Muenster Sliced, Cheese, 6 Ounce",cheese,700
14,"Borden Pepper Jack Sliced, Cheese, 6 Ounce",cheese,701
15,"Borden Provolone, Sliced Cheese, 6 Ounce",cheese,702
16,"Borden Sharp 2% Milk Singles, Cheese, 12 Ounce",cheese,703
17,"Borden Sharp Cheddar Sliced, Cheese, 6 Ounce",cheese,704
18,"Borden Swiss, Sliced Cheese, 5 Ounce",cheese,705
19,"Borden White American Singles, Cheese, 12 Ounce",cheese,706
20,"Bowl & Basket 2% Milk Singles White, Cheese, 12 Ounce",cheese,707
21,"Bowl & Basket 2% Milk Singles Yellow, Cheese, 12 Ounce",cheese,708
22,"Bowl & Basket Colby & Monterey Jack, Cheese Sticks, 10 Ounce",cheese,709
23,"Bowl & Basket Colby Jack Natural, Cheese, 8 Ounce",cheese,710
24,"Bowl & Basket Cracker Cuts Extra Sharp Cheddar, Cheese, 10 Ounce",cheese,711
25,"Bowl & Basket Cracker Cuts Mild Cheddar, Cheese, 10 Ounce",cheese,712
26,"Bowl & Basket Cracker Cuts New York Sharp White, Cheddar Cheese, 10 Ounce",cheese,713
27,"Bowl & Basket Cracker Cuts Pepper Jack, Cheese, 10 Ounce",cheese,714
28,"Bowl & Basket Cracker Cuts Sharp Cheddar, Cheese, 10 Ounce",cheese,715
29,"Bowl & Basket Cracker Cuts Swiss, Cheese, 9 Ounce",cheese,716
0,"Al Fresco Apple Maple with Vermont Maple Syrup, Chicken Breakfast Sausage, 7.5 Ounce",bacon,717
3,"Al Fresco Country Style, Chicken Breakfast Sausage, 7.5 Ounce",bacon,718
4,"Al Fresco Original Uncured Chicken, Bacon, 8 Ounce",bacon,719
7,"Applegate Naturals Hickory Smoked No Sugar Uncured, Bacon, 8 Ounce",bacon,720
8,"Applegate Naturals Hickory Smoked Uncured Sunday, Bacon, 8 Ounce",bacon,721
9,"APPLEGATE Naturals Hickory Smoked Uncured Thick Cut, Bacon, 12 Ounce",bacon,722
12,"Applegate Naturals Hickory Smoked Uncured Turkey, Bacon, 8 Ounce",bacon,723
13,"Arnold's Premium Smoked Beef, Bacon, 12 Ounce",bacon,724
14,"Black Label Natural Hardwood Smoke Lower Sodium, Bacon, 454 Gram",bacon,725
15,"Black Label Natural Hardwood Smoke Microwave Ready Original, Bacon, 12 Ounce",bacon,726
18,"Black Label Natural Hardwood Smoke Original, Bacon, 454 Gram",bacon,727
19,"Black Label Natural Hardwood Smoke Thick Cut, Bacon, 1 Pound",bacon,728
20,"Black Label Naturally Hardwood Smoked Applewood Thick Cut, Bacon, 12 Ounce",bacon,729
21,"Boar's Head Butcher Craft Thick cut, Bacon, 12 Ounce",bacon,730
22,"Boar's Head Butcher Craft Thick Cut, Bacon, 20 Ounce",bacon,731
25,"Bob Evans Maple, Pork Sausage Links, 12 Ounce",bacon,732
26,"Bob Evans Maple, Pork Sausage Patties, 12 Ounce",bacon,733
27,"Bowl & Basket Applewood Smoked, Bacon, 1 Pound",bacon,734
28,"Bowl & Basket Hickory Smoked Tangy, Pork Roll, 24 Ounce",bacon,735
29,"Bowl & Basket Hickory Smoked, Pork Roll, 24 Ounce",bacon,736
30,"Bowl & Basket Lower Sodium Sliced, Bacon, 1 Pound",bacon,737
31,"Bowl & Basket Original, Bacon, 1 Pound",bacon,738
32,"Bowl & Basket Thick Slices Hickory Smoked Mild, Pork Roll, 6 Ounce",bacon,739
33,"Bowl & Basket Thin Slices Mild, Pork Roll, 6 Ounce",bacon,740
34,"Bowl & Basket Thin Slices Tangy, Pork Roll, 6 Ounce",bacon,741
37,"Butterball Lower Sodium, Turkey Bacon, 12 Ounce",bacon,742
38,"Butterball Original, Turkey Bacon, 12 Ounce",bacon,743
39,"Case's Hickory Smoked Mild, Pork Roll, 6 Ounce",bacon,744
40,"case's Pork Roll, 6 Pound",bacon,745
41,"case's Pork Roll, 24 Ounce",bacon,746
0,"Deep River Snacks Krinkle Cut Sour Cream & Onion Flavored Kettle Cooked, Potato Chips, 5 Ounce",chips,747
1,"Deep River Snacks Maui Onion Flavored Kettle Cooked, Potato Chips, 5 Ounce",chips,748
2,"Deep River Snacks Mesquite BBQ Flavored Kettle Cooked, Potato Chips, 5 Ounce",chips,749
3,"Deep River Snacks Mesquite BBQ Kettle Chips, 2 Ounce",chips,750
4,"Deep River Snacks Original Salted Kettle Chips, 2 Ounce",chips,751
5,"Deep River Snacks Original Sea Salt Kettle Cooked, Potato Chips, 5 Ounce",chips,752
6,"Deep River Snacks Rosemary & Olive Oil Kettle Chips, 2 Ounce",chips,753
7,"Deep River Snacks Sea Salt & Vinegar Flavored Kettle Cooked, Potato Chips, 2 Ounce",chips,754
8,"Deep River Snacks Sea Salt & Vinegar Flavored Kettle Cooked, Potato Chips, 5 Ounce",chips,755
9,"Deep River Snacks Sweet Maui Onion Kettle Chips, 2 Ounce",chips,756
10,"Deep River Snacks Zesty Jalapeño Flavored, Kettle Cooked Potato Chips, 5 Ounce",chips,757
11,"Good Health Avocado Oil Lime Ranch Kettle Style, Potato Chips, 5 Ounce",chips,758
12,"Good Health Avocado Oil Sea Salted Kettle Style, Potato Chips, 5 Ounce",chips,759
13,"Good Health Avocado Oil Sea Salted Kettle Style, Potato Chips, 16 Ounce",chips,760
14,"Good Health Sweet Potato Sea Salted Kettle Style, Potato Chips, 5 Ounce",chips,761
15,"Herr's  Kettle Cooked Cracked Pepper & Sea Salt Flavored, Potato Chips, 7.5 Ounce",chips,762
16,"Herr's  Kettle Cooked Mesquite BBQ Flavored, Potato Chips, 7.5 Ounce",chips,763
17,"Herr's Baked! Cheddar & Sour Cream Flavored, Potato Crisps, 8 Ounce",chips,764
18,"HERR'S Baked! Cheddar & Sour Cream, Potato Crisps, 7 Ounce",chips,765
19,"Herr's Baked! Original Ripple Cut, Potato Crisps, 8 Ounce",chips,766
20,"Herr's Baked! Original, Potato Crisps, 8 Ounce",chips,767
21,"Herr's Baked! Sour Cream & Onion Flavored, Potato Crisps, 8 Ounce",chips,768
22,"Herr's Barbecue Flavored, Potato Chips, 8.5 Ounce",chips,769
23,"HERR'S Barbecue Flavored, Potato Chips, 7.75 Ounce",chips,770
24,"Herr's Cheddar & Sour Cream Ridged, Potato Chips, 8.5 Ounce",chips,771
25,"Herr's Crisp 'N Tasty, Potato Chips, 9 Ounce",chips,772
26,"HERR'S Crisp 'n Tasty, Potato Chips, 8 Ounce",chips,773
27,"Herr's Gameday Flavors Buffalo Wing Flavored, Potato Chips, 7.75 Ounce",chips,774
28,"HERR'S Gameday Flavors Cheesy Pizza Flavored, Potato Chips, 7.75 Ounce",chips,775
29,"HERR'S Honey BBQ Flavored, Potato Chips, 7.75 Ounce",chips,776
0,"Annas Ginger, Swedish Thins, 5.25 Ounce",cookies,777
3,"Annie's Homegrown Bunny Grahams Organic Chocolate Chip, Baked Graham Snacks, 7.5 Ounce",cookies,778
4,"Oreo Golden Double Stuf, Sandwich Cookies, 15.25 Ounce",cookies,779
7,"Chips Ahoy! Chewy Chocolate Chip, Cookies, 19.5 Ounce",cookies,780
8,"Annie's Homegrown Bunny Grahams Organic Chocolate, Baked Graham Snacks, 7.5 Ounce",cookies,781
9,"Annie's Homegrown Bunny Grahams Organic Neapolitan, Baked Graham Snacks, 7.5 Ounce",cookies,782
12,"Archway Classic Homestyle Crispy Iced Oatmeal, Cookies, 12 Ounce",cookies,783
13,"Archway Classic Homestyle Soft Molasses, Cookies, 9.5 Ounce",cookies,784
14,"Oreo Joy! Red Colored Creme Chocolate , Sandwich Cookies, 1.25 Pound",cookies,785
15,"Oreo Golden, Sandwich Cookies, 19.1 Ounce",cookies,786
18,"Archway Classics Homestyle Crispy Gingersnap, Cookies, 12 Ounce",cookies,787
19,"Archway Classics Homestyle Crispy Windmill, Cookies, 9 Ounce",cookies,788
20,"Archway Classics Homestyle Soft Frosty Lemon, Cookies, 9.25 Ounce",cookies,789
21,"Archway Classics Homestyle Soft Iced Molasses, Cookies, 12 Ounce",cookies,790
22,"Archway Classics Homestyle Soft Oatmeal Raisin, Cookies, 9.25 Ounce",cookies,791
25,"Archway Classics Homestyle Soft Oatmeal, Cookies, 9.5 Ounce",cookies,792
26,"Archway Classics Homestyle Soft Raspberry Filled, Cookies, 9 Ounce",cookies,793
27,"Archway Classics Soft Iced Oatmeal, Cookies, 9.25 Ounce",cookies,794
28,"Archway Homestyle Soft Dutch Cocoa, Cookies, 8.75 Ounce",cookies,795
29,"Atkins Chocolate Chip, Protein Cookies Snack, 5.5 Ounce",cookies,796
30,"Atkins Double Chocolate Chip Protein Snack, Cookies, 1.38 Ounce",cookies,797
31,"Back to Nature Chocolate Chunk , Cookies, 9.5 Ounce",cookies,798
32,"Back to Nature Cookies Peanut Butter Creme, 9.6 Ounce",cookies,799
33,"Back to Nature Double Creme, Cookies, 10.7 Ounce",cookies,800
34,"Back to Nature Mini Chocolate Chunk, Cookies, 6 Ounce",cookies,801
37,"Back to Nature Mini Classic Creme, Cookies, 6 Ounce",cookies,802
